sentense,lable
너무 기대했나 아닌데 이렇게 재미없고 지루하고 헛웃음나는 영화는 처음일세 교훈도 없고 내돈 다내고 봤음 억울할뻔 ,0
한국판 핸콕이냐 머냐 ㅋ ,0
왠만하면 쓰지 않으려고 했는데 왜 이 영화를 만들었을까 왜 류승룡씨는 이 영화를 선택했을까 ,0
대한민국 영화계가 밝았으면 좋겠다 ,0
류승룡도 못살리는 영화 ,1
부산행과 극과극을 보여주는 영화 ,1
아무 기대하지않고 보면 재미도 있고 시사하는 면도 있고요 어이가 없어서도 웃음이 나오죠 후반부터 감독이 많이 오버했네요 류승룡의 7번방의 선물과 오버랩됩니다 영화가 병맛인데 깔깔 웃음이 ,1
5천원에 봐서 다행이었고 그나마 ooo맛이라 다행이었다 영화보고 남은 건 스크린 씹어먹는 미모에 분명 악역인데 귀여움 100배 장착한 홍상무 정유미 배우의 임팩트 ,1
기승 괘안음 전 결 ooo임 ,0
액션은 한국판 파워레인져 ,0
이것도 영화라고 허접하게 클로니클따라하고 유치해서 못봐주겠다 ,0
영화보다가 챙피해본건 첨이다염병 ,0
관람객기대를 해서인지 재미없었어요 초딩아들은 괜찮았다고해서 5점입니다 ,0
생각없이 가볍게 보기좋음 ,0
왜 별을 눌러야 글을 쓸수있죠 ,0
이게 영화냐 정제섭이 만들어도 이것보단 재밌겠다 벼락 알바 가슴 큼 ,0
문화의 날 오천원도 아까움 내 소중한 시간ㅠ ,0
너무합니다 극장에서보던사람들 다헛웃음나오고 이 무슨 억지내용입니까 영화값돌려주세요 ,0
극혐 핵노잼 핵망 ,0
이거보고 엄마랑 싸웠음 엄마는 내세상보러가자했는데 내가 이거보겠다고해서 결론 엄마말을 잘듣자 ,0
돈아까워 이영화 정말 뭐지 ,0
와 별하나주기도 아깝네 진짜 ,0
아라한장풍대작전이 재개봉하면 차라리 그걸 볼듯 ,1
오널 보고 왔어용큰 기대만큼은 아닌뜻 ,0
부산행 감독 믿고 갔다가 지대로 당했네요 ,0
너무 갔다ㅠ부산행 재미있어서 기대했는데 ,0
첨으로 극장에서 나갈까 심히 고민했다 부산행 만든 감독이 맞나 어이가 없더라 연출 연기 어설프기 짝이 없네 공시 공부 중 스트레스 풀려다 스트레스만 쌓이고 집에 간다 젠장 ,0
말도 안나오네 제발 보지마세요 알바가 90퍼네요 ㅋㅋㅋㅋ ,0
oo 진짜 oo아 ,0
리얼보단 아니지만 그에 버금가는 영화 문화의날 할인 아니였으면 진짜 화났을정도 시간 돈 다 너무아깝다 근데 정유미는 너무 예뻣다 ,0
솔직히 초딩때 보던 우뢰매가 나은 듯 ,0
문화의 날에 개봉하는 이유가 있는듯 돈도 시간도 배우도 전부 아까운 영화 ,0
내가 연기자 or 영화 관계자라면 시사회에 쪽팔려서 초대 못한다 퉷퉤쉣ㅆ타ㅔ퉷 ,0
저 4dx로 봤습니다 전부 조용해주세요ㅠㅠ 경찰 너무 비하하게 나와서 짜증났어요태어나서 이렇게 재미없는 영화는 처음이네요1점주기도 아까워요 이쁜 정유미 봤으니깐 참습니다 하 차라리 위대한 쇼맨 2번보세요 ,0
완전 빅빅 꿀잼 꼭추천드립니다 ,0
평점 봐라 ㅉㅉ 다들 혼자죽기싫으니 10점때리는넘들 뭐여 양심은 있어야지 ,0
너무 기대가 컸나 정유미만 기억에 남음 ,0
이영화를 보고 암이 나았습니다 ,0
예고편에 낚였다 보는 중간에 나가버리고 싶었던 영화는 이게 처음이에요 예고편이 훨씬 재밌는 영화 ,0
cg가 신과함께 수준일듯 ,1
좋은 소재로 유쾌하고 코믹하지 않음ㅡㅡ소재가 너무 아까움 ㅜㅜ 정유미 똘끼악역은 좋인ㅅ디ㅡ ,1
믿거 ,0
서민형 히어로 지구를 구하는 대의가 아닌 딸을 구하려는 부심의히어로 염력 히어로빼면 실제로 일어나는 상황이 영화에 들어있다 정유미는 토끼같은 눈망울로 싸이코 패스 악당 ,1
돈주고 안봤기에 너무 다행이다 ,0
저는 개인적으로 좋았습니다 영화도 신선했고 중간중간 코믹함도 좋았습니다 마지막에 딸을 구하는 장면은 뭉클했을정도였어요 간만에 저는 한국영화 중 잼있는 영화봤다고 생각합니다 감사합니다 ,1
다들 병맛같다고 해서 거를까 하다가 봤는데 1점 이건 너무하지 않나 일단 소재 자체가 말 그대로 염력 이다 댓글 중에 허풍 허세라는 말이 있는데 그렇게 말할 거면 보질 말았어야지 이야기 소재도 좋고 스토리 메시지 또한 좋았다 테러 말자 ,1
난 왜 재밌지 이상하네ㅋㅋㅋ ,1
안보길잘햇네 ㅋㅋㅋㅋ 조선명탐정이나 봐야징 ,0
안타까워요 누가 이렇게 만든거죠 ,0
관람객너무 날라다녀요 ㅎㅎ근데 하나도 안다쳐요 ㅎ ,1
솔직히 부산행도 시도만 신선했지 내용자체는 수준 이하지 않았냐 조연 좀비는 물리자마자 바로 변하고 주연 좀비는 변하는데까지 하루 왠종일 걸리면서 온갖 감성 다 내뿜꼬 ㅋㅋ염력도 별 기대없이 갔지만 역시나 억지 감동 연출 ㅉㅉ ,0
류승룡이 염력 첨 쓸때만 웃기고스토리가 개연성도 없고 의미도 없고 재미도 없음그리고 정치풍자가 너무 뻔함 ,0
보고나서 가장 놀란건 이거 장르가 코미디였다는거 아무도 웃지 않던데 ,0
아 요즘은 왜 자꾸 이런영화가 ,0
진짜 이건 병맛이아니라병 신이다 ,0
쉴드 어벤져스 가입 제의 올 듯 ,0
진지하게 공익을 위하여 말하지만 재밌구만 뭘그러냐 고 말하는 사람 믿지말것 이영화는 정말 이도저도 아닌 영화의 질을 발전시키는걸 후퇴시킴 ,0
주연없고 조연만 보였던 영화하지만 만화다 생각하고 상상하며 나름 잘 보았습니다 ,0
너무재미없어서 열받아 죽을것 같은데 여자친구는 류승룡 표정보고 웃기다고 자꾸 웃길래 싸웠습니다 고등부 ucc부문 1위한 학생들이 만든 단편영화같아요 ,0
100만 넘기면 난 자살한다 염치가 있지 ,0
무엇보다 소재가 너무 무거운 용산 연상 반면 류승룡이 염력을 얻은 배경도 그 이후로도 캐릭터가 너무 단순하고 개연성이 없어서 이야기가 설득력도 감동도 없었다 기대가 컸는데 큰 실망을 안겨주었다 ,0
볼 게 조연들 연기밖에 없는 영화는 처음 절대 보지 마세요 교훈을 얻게 됩니다 절대 돈은 장난으로 벌 수 있는 것이 아니다 ,0
그냥 예고편만 봐도 노잼일거같은데 기대하고 보러간 사람들이 있네 ,0
최근에 본 영화중 중간에 사람들이 나가는 영화가 두개네요 인시디어스4는 무서워서 나가고 이거는 재미없어서 나가고 ,0
류승룡씨 연기 보려고 갔는데 실망이 이만저만이 아니에요 어떻게 이런 시나리오를 오케이하시고 영화를 찍으신건지 담부턴 그러지마세요 ,0
도대체 이 영화는 무슨생각으로 만든걸까 ,0
최악이다 노잼 영화 ,0
헬예나ㅏ나나나난 나ㅏ나니니지지 ,0
정유미가 너무 신스틸러입니다 다른 악역으로 다른 영화에서 만나요 염력 팜플렛만 봐도 그때의 기억에 소름이 돋습니다 ,0
심은경씨의 연기가 돋보이는 영화엿네요 표졍연기가 웃는건지 슬픈건지 아니면 역할이 그런건지 참 집중이 될만하면 깨지고 그래서 참 집중이 안되는 영화엿습니다 ,0
뭐 극진세력인가 영화에 무고한 사람이 죽은 용산사건 권력하수인 무능한 경찰모습 억지 영화의 도를 넘네요 ,0
관람객생각보다 별로였어요 스토리도 그렇고 시간이 좀 아까울 정도였어요 영화 끝나고 이건뭐지 이런느낌 감동도 없고 좀 그랬어요 ,1
연상호 두번 망하면 메가폰 못잡는다 잘 생각해라 ,0
진짜 그냥 그래요 심은경 양은 너무 오버연기 류승룡은 영구연기 염력사용하는 장면은 정말 조금 ,0
절대로 보지마세요 시간과 돈이아까운 영화지요 ,0
티비에 공짜로 해줘도 볼필요없습니다 잠이 너무 안오면 보세요 금방 잠들수 있을꺼라 장담합니다 ,0
약수물먹는것 부터 기분이 찝찝했음 ,0
이것은 한 마디로 표현하면 똥 ,0
그러게 어설프게 부산행 만들었을때 멈춰줬어야지 볼거없다고 천만씩이나 봐주니까 어설픈 감독이 똥을 내놓잖냐 ,0
개꿀잠잘수있어서 좋았습니다 1점드립니다 ,0
멤버쉽무료로봐서 그나마 다행이었다 ,0
승룡은 이후부터는 부모에게도 전번을 안알려주고 매장 당할듯ㅋㅋ ,0
 최악 어떻게 이런걸 ,0
부산행도 한국형 감성팔이 좀비영화여서 극혐이였는데 이건 더하네 연상호 이제 믿고 거르면되겠다 ,0
평론가들 평가 점수 실화냐 ㅡㅡ ,0
재미가없는데 예매1위 보통평이안좋으면 시간대가 안습일텐데 이것이 돈빨인가 ,0
관람객코미디 사회고발 두 마리 토끼를 다 놓쳤다 ,0
영화의 문제는 항상 감독이다 솔직히 연상호 감독 부산행타이밍이너무좋았다좀비라는 국내에서 첫영화이면서 스토리는 너무 가벼웠지만 스케일은 인정 참 운이좋았다 그러나 소희의무좀연기뜬금포 서울역 류승룡 심은경 성우로쓰다 맘에 안들었는지 영화로 죽였다 ,0
이 영화가 너무 재미없고 말도 안되는거는 둘째 치고잠이라도 자게 좀 해주지 너무 시끄럽고 굉음이 많이 나와서 잘 자지도 못함 겁나 재미도 없는데 잠도 못자게 하고 올해들어 가장 괴로웠던 순간이였음진짜 10 노잼 ,0
평론가들 이런 영화에 평점 평균이 6점 대라니 딴 영화는 겁나 짜더만 ,1
좋은 영화 만들생각 안하고 오직 돈벌이만 생각하는 한심한 감독들 영화판은 잘못되도 한참 잘못됐다 쓰레기 영화가 넘쳐서 철철 흐른다 ,0
한국영화는 염력이 개봉되기전과 후로 나뉜다해도 과언이 아니다 그래서1점 주겠다 ,0
왜 빵점 못 주냐jquery22409635162274712978_1517746728908 ,0
7광구가 나왔을 때 나는 영화관에갔다 영화 시작 후 30 40분이 지났을까 옆자리 아저씨는 에잇 이라는 짧은 외침과 함께 사라졌다 그리고 나는 두 번 다시 그 아저씨를 보지 못했다 이 또한 그러하다 ,0
무슨말을 해도 무의미하다 ,0
하도 평점이 안좋아서 기대안하고봤다 애초에 초능력보단 용산참사에 대한 사회고발영화라고 봤는데 이건 머 초반 조금 피식하고 스토리없고 개연성없고 오글거리기까지 킬링타임도 안되겠다 본후에 하나도 머리에 남는게 없는이래서 시간짧은영화는 잘안본다 ,0
역대 최악의 영화 노잼핵노잼 ,0
부끄러움은 관객의 몫 노 잼 ,0
처음남겨보는후기 돈을도로받아야할것같다 ,0
인터스텔라같은영화안에서상대성이론을느끼고싶은분 추천 ,0
졸작이란 평이 넘치는데 스크린 수는 왜 이렇게 많냐 한국영화계 좀 이상하네 ,0
설리 1승 추가입니다 ,1
다 보고 나니까 이게 뭔가 싶다 이걸 추천해 주고 싶지 않다 오히려 다른 걸 보는 것을 추천한다 뭔가 엄청 급한 전개와 현실성이 전혀 없어 당혹스럽기까지 했다 ,0
류승룡이 거품이었단걸 재확인 시켜준영화 ,0
평점 7jquery22407680367477009833_1517723487259 평점을 염력으로 올렸냐 ,0
고문이었다 이 영화는 ,0
조조로 보고왔습니다 대참사네요 ,0
당신의 선택은 빨리 내려라 엄지척 공감 아니다 나만 당할순 없다 엄지하 비공감 당신의 선택은 ,0
줄수 있는 별이 최소 1점이라서 안타까울 뿐이다 ,0
에후 재미지게봤 ,0
시나리오가 배우를 묻히게 만드는 기ooo 영화 ,0
평점 다른곳은 5점이던데 여긴 7점이네 ,0
부산행 뽀록하나 터젓다고 관객 너무 물로보는거 아니냐 ,0
짱구 극장판이 진심으로 100배 웰메이드다 ,0
영화보고존거는 처음 ,0
master piece all time ,0
첫데이트에 이런 영화을 본게 후회중 ㅡㅡ 웃음 포인트도 모르겠고 뻔히 보이는 결말 ,0
1점도 아깝네요 염병이네요  ^^,0
맨헌트보세요 맨헌트보단 나을줄 알앗는데 아니였어요 ,0
진짜 너무재미없고 황당해서 웃음이 나오더라구요 ,0
역시 한국영화입니다 ,0
감동 실화 눈물없이 볼수있음 ,0
9000원환불가능합니까 ,0
관람객너무나 배우들이아깝습니다 연기파배우들인데 캐스팅이 엄청아쉬움 ㅋㅋㅋ그냥 ㅋㅋ보지말걸그넓은 상영관에 주말에 혼자봐서 너무좋았음 ,0
개연성제로에 갑자기 느낌만 계속들고 솔직히 배우들의 연기력도 잘 모르겟다 뭔가 녹아들지 못한느낌이랄까 문화의날에 보길잘한듯 안그랬으면 돈아까워서 사망했을거야 아마 중간중간 웃기긴해서 4점드려요 한줄요약 개연성없는 코믹영화 ,0
아 내 시간 피같은 주말 조조에 여친이랑 시간내서 왔는데 밥이나 맛있응거 먹으러왔다 ,0
염력이 아니라 염병으로 바꿔야할듯 ,0
재활용도 안되는 쓰레기 수준 ,0
다세포소녀 기방난동사건 리얼 그리고 염력 ,0
영화관에서팝콘사서 돌아옴 ,0
와 눈을 의심했다ㅋㅋㅋㅋ 너무 어이가없어서 헛웃음은 실컷웃었음 이것은 정말 쓰레기 영화 ,0
쩝 정말 뭐라 할말이 용산 철거민 사태 어쩌고 하며 언론플레이할때 알아봤어야 했는데 배우분들의 열연은 빛났지만 극본 연출 너무 엉성했습니다 ,0
 리얼후기 할말이 없다 돈주고 보라해도 보기싫은 영화입니다 ,0
근래 만들어진 한국영화중에 이렇게 재미 없기도 힘들듯 ,0
감하합니다 아주멋지게 제2시간을 아주멋지게 날려주셨군요 ,0
어이가 없다 헛웃음만 나옴 ,0
리얼 돈은 안나갓지만 헌혈하고 받은 표로 봣는데 표가 너무아깝다 진짜 개유치함 ,0
재미도없는데 심은경 연기는 더 최악 ,0
한국형 히어로 염력 비기닝 이였음 ㅋㅋ 제목을 염력이 아니라 염력 비기닝으로 해야될듯 ㅋㅋ 비기닝이 그렇듯이 뭔가 영화 전체가 도입부같음 그런 슈퍼맨같은 능력이면 지구를 정복해서 최고지도자가 될수 있을터인데 걍 초능력 치킨집 사장으로 전락 ㅋㅋ ,0
오랫만에 대화를 했어요 ,0
제발 보지마세요 진짜 깜짝놀랬습니다 ,0
관람객재미가너무없어요 ㅠㅠ ,0
옆에 아저씨 코고는 소리가 압권이었다 ,0
마지막에 하늘로 승천할때ㅋㅋㅋ제 멘탈도 함께 승천해서 돌아오질 않아요 시도는 좋았지만 정말 아쉬움이 많이 남고 코미디 본것같아요 ,0
다들 참다가 마지막에 딸 공주님안기하고 날라가는데에서터지던 비웃음을 잊지못함 ,0
빨리 보러 가자 인생 최고의 영화가 될꺼다 ㅋㅋㅋ ,1
관람객안본눈 삽니다 내돈ㅜㅜㅜ ,0
관람객정유미가 이쁘네요 ㅋㅋㅋ그거밖에 기억이안나요 ,0
관람객깡패가 소시민을 괴롭히기 위해 법을 부르짖을 수 있는 사회에 내가 살고 있다는 것이 무서울 뿐이다 ,1
계속보고있으면 핸콕이나옴 살찐핸콕 평점에 당해서 처음으로 댓글올림 ,0
진짜 왠만하면 이런거 안남기는데 너무해서 남겨요ㅡㅡ 그래도믿고보는배우들만나와서봤는데 부모님모시고 오랬만에 영화관갓다가 민망해 죽는줄 알았어요 cg도 스토리도 최악 ,0
노잼이에요스토리도 별로 ,0
진짜 정유미 때문에 봤다 너무 재미없어 ,0
핸콕의 한국판3류버전 ,1
집나간아빠 설정부터 맘에 안들었는데 스토리는 더 별로 배우들 연기도 별로 염력이라는 상황을 보여줄게 이게 최선인가요 ,0
장점이 이렇게 없는 영화도 드물다 ,0
역대급 졸작이다ㅋㅋㅋ 나오는데 다들 한숨쉬고있음 ,0
